SquareFootage,Bedrooms,Bathrooms,Price
2996,4,4,577698
2375,1,4,488170
2391,6,2,485781
1709,2,4,380005
2973,5,2,576996
2133,5,3,461096
2426,3,2,478204
1947,5,3,442565
1865,5,1,381383
2831,1,4,544290
2269,3,4,472116
2725,3,2,528225
2127,1,1,412498
1575,4,1,344272
1708,4,4,385502
2051,4,4,458890
1686,6,2,379323
1446,1,4,335957
2600,5,3,544579
1727,2,4,375402
2069,4,3,450421
2148,5,3,474510
1705,4,4,397109
2725,2,2,477251
1441,5,3,369734
2130,4,2,434733
2123,1,2,408132
1972,6,3,457577
1351,4,2,330291
2435,3,3,477450
2371,1,2,446015
1662,1,1,316173
2353,2,1,442640
2187,5,1,452206
1359,2,3,322643
1573,1,2,330578
2569,2,2,477872
2154,5,1,433974
1717,1,3,378206
1570,4,3,372337
1742,6,2,406469
1777,6,2,411108
1577,2,2,339236
1129,1,1,238753
2570,6,3,537204
2485,1,3,480155
1363,4,2,308072
2068,3,4,451806
1548,2,4,355269
1869,5,3,432141
1827,4,4,434871
1786,4,2,407586
3001,3,3,602027
1779,6,1,400877
1595,4,4,382788
1618,2,2,346029
2521,5,4,516872
1173,4,1,289219
1618,6,1,354631
2723,6,1,544193
2121,1,4,448479
2095,1,1,376695
3066,4,3,596164
2123,6,2,439108
1645,5,2,362480
1858,3,1,376155
1432,3,2,341506
2627,1,1,456014
2287,2,1,445371
2562,5,4,550644
2606,4,3,525659
1792,6,4,422143
1527,3,3,340592
1974,1,1,372988
1563,2,3,339841
2082,3,2,412830
2566,2,3,494702
1915,5,4,430260
2074,6,1,432090
1953,2,3,397528
2401,6,1,493275
1666,2,3,367538
901,1,3,231864
2235,2,1,431566
2493,6,3,536495
2223,6,2,470104
1679,5,4,393294
1432,1,4,332496
2247,2,2,443159
2070,1,1,393898
1937,6,3,440283
2911,2,2,537480
1526,4,1,343329
2887,3,1,524735
2015,1,2,384267
1082,3,2,278706
1910,4,3,425475
2479,1,1,444042
1817,3,3,404469
1262,5,1,294519
1917,3,4,426826
1571,6,2,367541
2245,4,4,493150
2386,4,2,477447
1471,5,3,348288
1647,1,1,336455
2378,3,1,458911
1570,4,2,361179
1458,4,3,357157
1410,6,2,365146
2176,4,4,479984
2154,1,1,384724
1657,3,2,359577
2002,6,2,437605
2763,2,2,509051
1512,6,1,364711
1024,1,1,248371
2227,6,2,480460
1944,2,4,415224
1644,4,4,412285
2326,3,3,454540
2419,6,1,485491
895,5,1,252404
1673,6,3,391868
3158,3,2,575378
2291,5,3,482973
2338,3,3,483537
2586,3,4,528838
2008,2,1,385954
2398,5,4,515122
2359,5,3,503351
2269,5,1,466484
1838,3,2,383720
2086,2,3,436184
1705,6,3,420010
2006,2,1,382099
1415,3,3,339711
1604,1,2,338074
1858,4,1,377486
1528,3,2,343378
1747,1,2,357271
1918,5,1,391803
2201,3,1,418662
2474,4,1,469332
1768,2,1,341055
2667,4,3,548087
2469,4,1,477508
2252,2,2,443325
2076,3,4,485983
2159,4,1,415978
2593,4,4,545072
2611,6,3,529283
2667,2,3,506671
2020,3,2,420012
2277,3,4,474166
2671,5,2,541931
1688,2,3,359488
1840,1,1,360336
2008,3,3,441937
2449,1,4,487282
2457,5,3,519435
1884,4,1,396715
1245,4,1,308376
2123,3,4,454204
1540,2,2,334934
1255,5,1,336388
1368,5,3,353230
2163,1,3,437571
2680,1,4,530510
2019,5,2,431689
2105,6,3,453486
2591,5,1,511172
1227,4,2,291385
2260,5,4,507580
1994,4,3,431620
2283,1,1,417243
1758,5,1,377997
1591,3,3,359122
2070,2,4,443368
2824,4,1,516630
2430,5,3,514922
1746,2,3,360684
1329,1,3,307419
1158,3,3,285530
2658,5,4,545201
1522,5,4,375894
1837,6,2,407646
2660,1,3,505312
1193,1,4,304938
2746,6,1,524773
1873,6,3,427568
1425,4,4,347372
1876,5,4,452494
1638,5,4,400543
2220,6,3,485789
1675,6,3,404973
1044,3,4,298752
1889,4,3,407373
1321,3,1,276678
2102,4,1,404860
1406,5,4,381131
1755,4,2,379853
2091,5,3,458309
1893,6,2,426161
2125,2,3,430318
2340,2,3,456377
1421,4,3,341715
1967,1,3,391702
335,2,3,154120
2123,6,1,459475
1849,5,3,414410
1508,4,2,349911
2157,5,2,451521
2586,2,4,497261
1761,2,2,365664
1527,5,1,348227
2082,1,2,382433
1332,4,4,338940
1669,3,4,392869
2611,3,2,505628
2031,5,4,487445
1060,2,1,236905
1101,3,2,280905
2081,5,3,454576
2431,4,3,490255
1191,4,1,268717
2224,6,2,478413
2665,4,1,504875
2943,6,2,576039
2165,6,4,484248
2253,1,1,405004
933,4,4,279222
3049,2,4,588969
1712,4,3,392639
1533,1,4,343988
1872,5,3,421168
2755,3,3,533970
3104,1,3,591144
2062,5,4,469426
2499,6,3,535225
2021,3,1,378848
1481,4,4,354458
2738,5,3,532344
1688,3,1,342960
2767,4,4,565755
2649,2,1,489189
2307,2,4,474629
2914,3,1,521346
3116,2,1,549296
1912,2,2,384520
1595,4,3,360553
1067,4,1,263799
3122,5,4,640633
1780,2,1,348003
2567,3,2,500920
1629,2,2,346168
2769,1,2,490548
1649,5,4,417853
1404,1,1,287431
1895,4,1,367589
1734,4,2,370909
2298,2,1,431299
1974,6,4,449463
2313,3,4,478620
1854,6,4,438137
1667,2,3,356020
1708,1,3,360435
3022,4,1,559075
2112,1,3,422635
1008,3,1,250038
1739,2,4,400177
2048,1,1,390013
2922,2,3,541702
2514,1,1,457044
1539,5,4,372141
3209,5,1,607932
1984,5,1,419226
2623,6,1,516880
1422,2,4,333209
800,1,4,246977
1295,3,4,320215
374,4,1,168879
3056,6,1,585328
2107,4,2,431796
1537,3,4,372659
2226,4,3,489539
2094,5,3,446694
2310,1,4,466761
2604,2,1,471757
1855,4,3,414506
1560,3,3,361186
2413,2,2,472735
2401,1,4,468668
2050,2,1,406296
3088,2,4,593430
1781,1,4,368945
1550,6,4,396277
2209,5,1,449223
1662,1,2,344368
2247,2,4,465438
1583,3,3,357921
1799,1,3,383455
2945,1,3,554173
1797,5,4,425868
1600,4,4,381711
2585,3,1,469788
1474,3,3,344340
1653,6,3,420666
2288,4,1,469255
2469,6,2,498201
2610,2,1,483623
1626,3,3,368120
2298,4,2,470202
1766,6,3,448086
1697,2,4,395922
2601,5,2,535985
1725,1,3,354896
2139,3,3,424852
2077,4,2,428611
1464,2,2,340193
2483,4,2,506293
2280,1,3,443578
1006,6,1,281997
2138,1,4,443696
1613,1,4,349267
2548,2,1,470652
1277,4,1,310578
1821,4,4,430997
2181,5,4,473655
2027,6,4,455711
2381,3,3,498557
1240,6,1,318015
2825,2,3,552241
2262,5,2,488742
2679,1,4,510405
2437,2,4,500723
1994,4,3,431755
1357,4,2,322680
1718,4,2,374570
2794,3,3,539883
2692,5,3,544677
1690,3,2,366884
590,1,4,207556
1893,3,3,419413
1856,6,1,393312
1875,6,4,456466
2264,3,2,437256
2438,2,2,456922
2495,5,2,502872
2222,5,4,491353
1099,3,1,263318
1829,6,1,411926
3152,4,2,604536
2187,6,1,452586
2183,6,2,485833
2179,1,1,396009
2207,6,3,486066
808,4,2,239507
1880,4,1,393384
1981,3,1,390157
2640,5,4,556220
2023,2,3,421993
1176,6,3,345450
2215,4,2,449688
1598,3,2,355132
1391,3,2,316191
1582,2,3,356620
2271,6,3,481093
2629,2,3,520596
2241,5,4,489313
2316,4,4,485259
2236,5,1,471538
2050,5,1,431805
2348,1,4,469405
790,3,3,230647
2055,2,3,431357
1477,3,2,330127
2581,3,1,488835
1926,5,3,455140
2015,3,2,408879
1247,6,4,360932
2508,3,4,509777
2313,2,2,438314
2278,3,3,473913
1593,4,2,352260
1613,1,3,349808
2111,1,4,442407
1652,4,2,371059
2217,1,1,390259
919,3,4,259035
1756,2,1,344442
2898,5,1,539610
2219,3,1,449091
2083,5,4,475311
2992,3,2,554749
832,3,4,256916
1592,6,4,421319
1799,3,4,397105
2429,2,1,440575
2437,2,3,475659
1566,2,1,331690
2498,6,3,541547
1798,3,3,392154
2605,3,3,538912
1483,4,4,382302
1938,4,2,402637
1754,5,3,395868
2528,2,2,462467
1738,6,3,409678
1978,1,4,404188
2253,5,1,453882
2272,6,1,457722
2443,5,2,468694
2105,1,3,428168
1790,1,4,390722
1825,2,2,366849
2012,3,4,450912
2124,5,2,450792
1926,6,3,446466
2009,1,2,399089
1241,2,4,325504
2333,5,1,475849
2090,6,2,457947
2500,3,2,481613
2000,6,1,428520
1130,6,4,329530
1820,5,3,416282
1900,1,1,356950
2371,1,3,448909
964,4,1,265178
2020,2,3,417969
2256,6,1,451870
1669,6,4,400473
2037,2,1,374146
1686,3,3,371836
1635,5,1,368718
1795,3,3,386852
1644,1,1,326157
2341,5,2,497128
1632,4,2,362287
1548,4,3,377602
2883,6,3,574459
2480,5,1,490261
1069,2,4,286163
1617,3,1,340330
2121,6,1,450765
2161,4,3,454220
1254,4,4,324023
2579,5,1,490365
2412,4,4,499376
2240,6,1,457674
2678,1,3,506540
2226,5,1,433271
2224,1,3,439100
2778,5,4,568662
2550,6,2,521825
1579,6,4,416171
2316,1,1,419788
1667,6,2,392124
2252,3,4,478789
2238,3,4,477064
1308,5,3,331499
1939,3,3,419887
2132,6,3,489658
1781,3,3,385165
2157,6,1,438970
2402,4,4,530070
1984,5,2,411201
2112,4,4,462296
2691,1,4,519350
2236,6,2,485182
2100,4,1,417746
1520,6,1,351423
2335,6,2,513835
2165,4,3,463513
2641,4,4,544059
2023,5,1,432116
1091,2,1,245386
1149,4,1,283725
2367,2,2,450063
1714,2,2,352032
2218,2,4,469950
2057,4,2,437925
1916,1,4,423149
1951,1,1,370986
1567,4,4,387143
1992,5,4,473832
1707,3,1,344300
1813,5,2,415216
1838,6,4,453574
1886,6,3,447779
2461,6,2,505441
1935,1,1,378814
2511,1,3,474678
2768,2,3,533071
2427,4,2,495838
2267,4,4,496047
2163,2,2,437602
2432,1,4,471007
2044,6,1,423726
2492,1,3,472706
2307,3,1,440071
1820,5,4,446700
2447,6,1,484063
2045,5,1,423429
1946,4,4,420081
1761,1,3,390755
2083,1,1,376782
2498,2,1,463249
2444,5,1,485912
2176,6,1,446757
2299,2,3,456000
2635,6,2,546210
1925,2,1,359378
1442,3,1,315783
2650,5,1,503183
1735,1,4,385662
1654,6,3,402421
1101,2,1,263953
2285,5,1,451543
1189,6,1,306489
1624,1,4,351488
2294,5,1,474018
2360,3,3,485845
1674,5,3,400817
1932,6,2,449992
1563,5,4,376516
1725,3,1,357355
2133,2,1,409090
1749,6,3,395974
1877,2,2,371797
1267,4,3,315063
2566,4,4,525174
2255,6,2,466786
2396,4,3,491857
2645,6,4,564422
1587,2,3,342606
1820,1,1,349734
1052,2,2,254216
3570,4,2,671545
1925,4,1,410303
2519,1,1,456589
1380,1,4,328555
2498,3,3,492261
2928,5,1,553901
1969,5,1,404622
1494,2,4,367520
1930,6,3,432714
886,6,1,232994
1981,2,3,414691
2410,3,2,475468
1982,6,3,468473
1857,6,4,442615
2263,4,3,480062
2302,1,4,466604
1170,2,1,270788
2044,3,4,453963
3217,4,4,640227
1332,2,4,320647
1957,1,3,388023
2970,3,3,574608
2552,3,4,525422
1743,3,1,360216
2103,1,4,425258
1998,3,2,419273
1625,1,3,349231
1962,6,4,468686
1860,4,2,398900
2056,6,1,449660
1625,1,3,350350
1361,2,4,332234
1979,6,1,407343
2857,1,2,516285
2041,3,2,434429
1834,4,1,374022
2377,3,1,457959
1920,4,4,432671
2934,1,3,542037
1998,6,3,446302
2350,3,4,485338
1622,1,1,321242
2251,5,3,469107
2137,3,4,466818
1971,2,1,379296
1749,2,2,356066
1680,3,1,359048
2141,5,3,467943
2314,3,4,482848
1936,5,4,450087
2143,5,4,484076
1981,3,1,386010
2049,3,2,418351
1899,1,3,384396
2008,2,1,395632
3349,6,1,619088
2155,2,2,433181
2322,3,2,458978
2219,6,2,452546
1868,1,4,417342
2646,4,3,528075
1854,6,1,396081
2527,1,3,487681
1832,1,1,346821
1520,6,4,383799
2182,2,2,428833
1447,1,2,302826
2267,1,4,458583
1402,5,1,318081
1840,5,3,422228
1284,4,4,362820
3412,1,2,609395
1173,6,3,316359
2004,3,3,435430
2571,1,3,496613
2518,5,3,521058
2425,2,2,473224
1841,4,2,406390
2675,6,2,542298
2456,4,4,519756
2106,6,1,435940
2120,2,3,437103
1848,1,4,384008
1545,6,1,369807
2618,4,2,526877
2656,1,2,492796
1557,3,1,342158
1923,2,1,375507
1928,1,1,365186
1983,3,3,424595
2032,6,2,441510
2473,5,1,501322
1626,3,2,364393
1576,6,4,416275
2618,3,2,511960
1768,4,1,374086
1368,1,4,312009
1757,3,3,373752
1834,1,3,377592
2777,4,1,510557
2462,4,3,507591
2573,3,2,507366
2409,2,2,459549
2473,5,2,493073
1655,5,2,363071
1900,1,3,360049
1505,3,3,350324
1894,6,1,423169
2342,6,4,522539
2067,1,1,385856
2655,2,3,512640
1429,6,3,373842
2250,1,2,412678
1375,5,2,331621
2047,4,3,450232
2370,3,3,489308
1892,4,3,415014
2275,2,4,483413
1520,5,4,378714
1168,4,4,321466
2278,2,4,490152
2872,1,3,548913
1501,6,2,375629
2611,4,1,479386
2021,6,4,470302
1332,1,2,276401
1434,6,4,392772
2007,3,2,413310
1797,1,2,352499
1343,3,2,305576
1152,1,2,262317
1576,4,4,388128
2096,6,2,461024
1996,6,2,452201
1749,2,4,407931
2100,1,1,399398
2520,1,1,446770
2197,1,4,444559
1939,4,1,412222
2464,2,4,492842
1520,2,1,315937
1887,5,4,451567
1899,4,3,421515
1381,4,3,357900
1790,5,3,404071
962,6,2,291792
2956,6,2,582176
1531,5,1,355165
2793,6,4,594670
2019,6,4,460704
2282,2,1,441780
1755,1,2,357438
2103,5,2,427971
2325,1,2,437291
2332,4,2,480057
2387,4,1,455743
1815,1,2,345320
1759,1,2,345187
1202,6,3,341089
2261,4,1,433265
2541,1,3,506397
2807,5,3,572668
2152,3,4,470377
1616,3,2,366191
1151,2,3,270992
2520,1,2,457684
1101,5,3,313652
1829,1,3,385218
1887,2,2,393549
1965,5,4,452190
2017,4,1,405578
2069,4,3,456005
792,6,2,268090
2007,3,4,431433
885,5,1,240376
2366,4,1,448557
1722,1,2,363926
921,5,4,305841
1592,4,4,397772
1714,2,3,373628
2595,6,2,533236
2098,3,4,457558
2172,1,4,447471
2590,1,4,495858
1951,5,1,434778
2377,5,4,526491
2341,1,4,451319
1356,6,1,336862
2736,6,2,558381
1289,4,2,315355
2458,2,4,502649
1241,5,2,290179
2300,6,1,457652
2930,3,2,552177
1893,6,4,452178
1871,2,4,407414
2305,6,1,459381
1835,2,4,399838
2909,3,2,544823
2096,5,4,464248
1839,1,3,378842
1729,1,4,385863
1533,6,1,358192
1686,2,1,339296
1824,2,3,382053
1756,2,4,405328
1670,2,1,345174
3049,3,3,586004
1484,6,1,332205
2073,5,2,452939
2296,1,4,461254
2315,1,4,463019
1970,3,1,402418
1879,4,2,405589
2225,6,2,471233
2133,6,2,459099
1870,1,3,389731
1219,3,4,322598
1766,2,4,380779
1426,1,4,328667
1666,4,3,390898
2016,3,3,423002
2179,3,1,426683
2890,1,4,535490
1731,2,4,378305
2387,5,3,495688
2152,6,2,468737
2647,1,3,493644
2288,1,3,438961
1495,4,3,367103
1138,5,4,323747
2155,2,3,433233
1735,3,2,362681
1509,3,3,341399
1366,6,4,379334
2080,3,1,404744
2753,1,1,476768
1795,4,2,390743
2295,5,4,511548
1948,6,2,413624
1355,5,2,325368
2367,6,4,518020
1452,1,4,355061
2010,2,4,435752
1829,2,3,395943
2446,6,1,514617
1470,5,4,377477
2195,5,2,454163
1580,1,4,345928
1744,6,4,412236
182,5,4,180388
3046,4,3,599859
2275,2,2,444140
1616,4,4,413998
1437,1,2,305622
1752,6,4,441409
2358,3,1,449875
1053,1,2,235526
1929,1,2,383874
2885,3,1,529610
1433,5,4,371897
2040,3,4,431241
3101,6,1,597147
2316,5,2,450715
2062,2,1,412316
2253,4,1,446578
1799,2,3,375960
2649,2,3,524207
1800,2,3,395529
1020,2,1,235515
1804,2,1,368139
1516,6,4,393821
1859,3,2,380534
1870,2,1,368349
2598,2,2,478893
2347,1,1,440740
2131,6,2,461637
1998,1,4,423807
1470,1,3,314260
909,2,4,251485
2056,2,2,405919
2397,3,4,502257
1945,2,4,433719
1732,5,4,428388
2232,1,1,406225
1958,6,1,427833
2842,4,1,532954
2616,1,3,495878
2479,6,2,495781
2378,6,1,483157
1354,3,3,326340
2331,3,3,478224
2188,6,3,480684
2303,2,1,425422
2246,5,3,484237
2226,2,4,466875
3350,1,4,622872
1961,4,3,431264
2468,2,3,480917
1764,3,4,401674
2395,4,4,514370
2469,2,3,496276
2182,4,1,435917
2834,3,1,522776
1557,3,1,331196
1756,2,3,382096
2106,2,3,410878
2440,6,2,522979
2089,2,4,430779
2642,2,4,541042
1669,1,2,333436
1429,5,1,354074
2154,2,1,397325
1961,3,3,416277
2271,2,3,462712
1986,1,3,391311
1829,1,1,361576
1962,3,2,377273
2014,3,2,411762
1847,4,4,414905
1898,6,3,451446
1798,2,2,363118
2428,1,2,464375
2097,4,4,464825
3128,2,4,584561
2080,6,2,450700
1724,3,1,341658
3335,5,2,620401
2206,5,2,441113
2495,4,1,479799
2296,5,2,466355
2311,4,2,467970
2267,1,2,436432
1448,3,1,301308
2183,5,2,459820
1337,3,2,298875
1912,1,1,361600
1637,6,3,404076
2178,6,2,460882
2167,1,1,403695
2240,1,3,453365
2143,2,1,414532
1696,3,2,364111
1869,6,3,426322
2460,1,1,438953
2533,1,3,488349
1426,2,3,319211
1234,3,4,345922
1636,4,3,389948
2522,2,3,485746
2607,3,1,481002
1537,5,3,384409
2153,1,3,430068
2917,2,2,543979
2207,4,4,509314
2710,6,2,554783
2499,2,4,513311
1544,3,3,348678
1905,3,3,401472
2017,6,3,461713
2052,2,1,398871
2458,6,2,500354
2204,2,2,426866
531,1,2,167136
1343,6,4,364513
906,5,1,255696
2087,4,4,460558
2120,4,1,427769
2141,6,2,459404
1520,1,2,307640
2337,6,1,468658
2358,3,1,455672
1372,6,2,331011
1266,4,2,304739
1999,1,1,381511
2895,5,4,624081
2849,3,3,540726
2281,2,3,456872
1635,5,2,380773
2443,4,4,510033
1773,1,2,352267
1616,2,4,372786
928,4,1,251804
2051,4,3,434359
1685,6,4,414991
2048,2,4,432398
850,6,2,273210
2084,1,2,413272
784,3,1,209277
2543,4,2,504956
2260,5,3,475995
1860,4,3,415722
2281,4,1,442485
1510,4,1,331408
2036,6,3,471549
2397,5,3,509974
452,1,2,140076
1776,4,3,392451
1988,4,1,412476
1901,2,1,367270
2728,4,4,572588
1438,4,4,362250
1689,3,1,332847
1042,3,2,265546
2755,2,4,539101
1876,1,4,394033
1780,4,4,409693
1973,1,2,375267
2318,6,2,489009
2173,4,1,438187
3323,1,2,582340
2226,5,4,497523
1767,6,4,433404
1719,4,1,363275
1803,3,2,383996
1249,1,4,308856
2019,2,3,423574
2391,5,2,473129
1693,3,4,413539
1596,5,2,357424
2757,5,2,553797
1286,1,4,305193
966,6,4,315603
1423,1,2,318469
1229,4,4,335295
2193,5,4,500035
1819,4,3,405825
1890,5,2,400500
2576,5,1,499137
1654,6,2,398910
2387,4,4,524556
2755,3,1,483468
1772,4,2,391271
2368,2,2,449848
1879,2,4,414875
2462,2,2,461982
1214,6,2,318978
1177,2,4,307085
1804,6,3,417666
1555,3,2,349328
1741,6,4,429940
1890,2,1,376951
2360,3,4,485814
1796,3,1,366124
1588,4,3,378124
1824,1,3,382578
1615,2,1,325288
1532,1,1,303666
1193,2,2,288961
2034,1,2,401746
1715,1,2,350888
2483,3,1,441579
1276,6,3,353797
1728,2,3,358002
2906,2,3,550304
1530,2,1,316229
1881,1,3,397282
1392,4,3,352782
1325,2,2,304913
2773,6,4,589652
2085,3,3,453606
2066,1,4,419612
1151,1,4,306562
2179,3,1,430542
2578,5,2,518431
2574,5,1,498634
2334,4,1,448490
1435,4,3,350242
2156,6,3,475214
2333,5,3,502308
1102,5,1,291178
1439,1,1,272453
2444,6,4,544454
2438,5,1,483161
1225,4,4,343463
2397,6,3,526333
2047,5,2,437279
2390,3,2,458018
1682,6,1,368018
2322,6,1,464905
2421,5,2,498858
1824,4,4,414494
2008,2,3,390304
1675,4,3,401472
2825,5,1,539065
1939,6,3,462050
1538,1,3,335087
1642,1,3,370957
2063,6,1,441771
2376,3,2,465065
1332,1,4,305854
2923,5,3,591928
2154,2,4,442439
2233,2,3,455378
1951,1,3,393944
2009,5,4,457700
1925,6,3,447380
2508,1,1,464433
1996,6,4,470374
2383,4,2,474623
1783,3,1,376674
2097,4,2,461705
1598,2,2,334840
2608,4,2,518176
1583,6,4,402668
1837,2,2,383334
1842,3,4,419962
1823,3,1,380329
2361,2,1,441784
1841,5,4,454624
2696,1,3,506633
1590,3,2,348512
2084,3,1,391809
1612,1,2,317885
2210,3,2,438901
1992,3,1,400989
1922,6,4,449523
2594,5,1,494682
1672,4,4,394392
2293,4,2,463059
1615,1,1,322424
2056,2,2,404613
1402,1,2,289085
1668,3,4,397632
1958,4,1,390034
2907,4,3,572105
2050,2,4,453710
2827,4,2,534249
2110,1,1,401512
1806,2,4,399829
2769,5,4,562964
2218,1,3,439266
1678,3,4,389889
2235,5,2,459448
1853,4,3,419963
1005,4,3,303663
2467,2,3,485186
2547,5,4,519346
2918,3,4,579143
2211,4,2,441198
1875,1,4,381113
2417,4,1,461941
2424,2,4,481428
2819,6,1,557615
1977,3,3,434854
1917,3,1,405700
1642,4,1,353279
2268,5,3,489108
1225,5,3,329059
2388,5,1,469281
2293,3,3,469916
2292,1,3,439039
2069,3,2,410149
2766,3,1,493519
2435,6,3,518403
1696,4,3,404032
1705,4,1,368221
1560,5,3,340582
2275,3,4,488367
1499,3,4,369244
2541,2,3,488355
2661,4,3,546383
1560,2,3,347253
1907,3,1,391971
2008,6,2,433876
2441,1,2,457819
2804,6,1,540060
1157,6,3,326226
1840,6,3,436231
1866,6,4,456209
1299,6,3,351620
1757,6,4,427873
2213,2,1,412355
1860,4,2,411702
1227,6,1,309897
3437,3,3,635694
2133,2,3,459021
2055,6,2,454214
1451,4,2,325945
2130,3,3,420718
1917,3,2,393490
1055,2,3,279653
1464,2,3,335146
2397,4,4,510063
2972,1,1,515732
2183,2,2,428911
2551,4,2,504972
1922,3,4,420664
1956,4,3,419553
2545,2,2,490143
2831,5,2,559192
2650,2,1,487219
1466,4,1,305205
1966,6,1,412127
2138,6,1,433549
1870,5,4,454899
2193,2,3,422863
2410,1,3,465085
2501,5,4,535031
2842,4,3,569044
1835,5,1,396607
1317,5,3,364870
2179,4,4,487145
2941,1,3,552237
1761,4,4,428074
2343,5,4,516693
2347,4,1,451305
2095,3,4,447157
2003,4,4,453679
1538,1,1,300398
859,4,2,256660
1444,3,4,356802
1804,6,1,391409
2548,3,3,521602
1948,6,1,427438
1740,5,2,404197
1554,4,3,358790
2328,4,1,489888
2679,1,4,510452
2531,4,2,502012
2303,2,4,470590
1262,3,2,303175
1824,1,2,377471
2973,6,1,566037
2560,1,2,457662
1231,6,3,336346
1972,5,3,436286
2181,4,4,480653
1618,4,2,344261
845,4,2,257606
2049,6,1,428933
1606,5,1,357755
1608,4,4,403037
1822,4,4,415098
1933,3,2,388650
1995,4,2,417406
1558,1,4,356543
1889,4,2,412468
1121,2,4,303087
2155,2,4,452507
571,2,4,226890
1855,3,4,417408
2459,2,1,437396
1470,2,1,301114
2358,5,3,504167
2577,2,3,489395
346,6,4,224579
1924,2,1,368444
562,4,1,198035
1940,6,1,421142
1996,6,3,450639
758,1,1,190354
2962,1,4,548397
2143,2,3,457709
1575,4,2,347431
2732,6,3,560770
1102,2,3,299893
1385,1,1,279548
850,2,2,234388
2900,2,4,560742
2166,1,3,458358
2329,2,4,483270
2150,5,3,459249
2286,5,3,483160
2039,5,2,431359
2135,4,1,436275
2053,1,1,377083
1695,5,2,374628
1976,4,4,429499
2136,2,4,443825
2055,4,4,470302
1261,5,3,336912
1327,1,1,273817
2541,5,1,514959
1846,5,4,446792
2292,2,3,463665
1453,5,1,320135
1263,3,1,290136
1578,4,1,331391
1888,1,3,389014
1667,5,1,351377
2646,4,4,547633
2089,2,1,401249
2924,4,1,528823
2202,6,3,473899
793,1,1,197624
2528,2,2,489911
1245,6,1,312477
2115,1,4,431891
1612,4,1,335038
3071,3,3,572885
2719,3,1,501389
1629,2,1,332711
1936,6,1,410332
2122,4,1,422905
2431,6,2,528482
2014,6,1,422467
1487,6,4,393898
1641,2,4,385062
1997,6,4,458141
2617,4,3,526242
2213,6,4,501596
1613,6,2,381660
2324,6,4,510195
1806,6,1,400970
2445,5,4,517512
3263,5,3,647757
1820,1,2,351693
2400,1,4,488636
1627,4,4,374012
1943,3,4,418056
2014,6,1,440119
1903,6,2,420634
3231,1,2,570459
1846,6,1,407655
2293,3,2,444041
1034,1,3,247022
2215,1,3,433930
2571,1,2,467890
1736,1,4,383900
744,4,4,243565
1980,2,3,418793
2008,1,1,379221
2362,4,1,445572
3005,1,2,547008
1809,5,3,427500
1571,3,2,351344
1416,6,1,347367
2099,5,1,431333
2239,3,3,457551
1727,5,4,402080
2389,6,2,500121
2232,1,2,421901
2021,2,1,389674
1548,3,2,347932
1759,5,4,426411
785,2,2,208752
2117,1,1,377291
2013,2,3,428279
2094,1,2,397149
2252,3,4,489694
2192,2,4,472970
1944,5,2,423717
2024,6,4,470329
1297,4,4,342547
1708,3,2,376174
2025,6,1,428652
1632,6,3,419713
2430,4,4,518971
1670,5,1,360745
2108,1,3,424248
2058,1,2,391360
2373,3,1,442035
2450,6,2,519866
2347,5,2,484144
946,3,3,265803
2597,6,1,511581
2763,1,3,517306
1758,6,1,388370
2118,6,3,465159
1554,5,4,393394
1025,2,2,257657
1630,4,1,339370
1729,3,2,375853
1822,4,4,421606
1520,2,4,348989
1633,1,4,351669
1994,5,3,444106
1614,2,1,328269
2271,4,4,498469
2340,6,4,530483
3190,2,1,575252
2562,1,3,487059
2121,2,4,444443
1689,2,2,342189
2146,3,2,435254
2163,5,4,505213
1743,5,3,398912
2391,3,4,510288
1300,5,4,362058
1877,1,1,352681
2277,4,3,478891
1856,4,3,387868
1896,2,2,370948
1931,6,3,448279
1582,5,2,358300
2586,3,1,477366
1490,4,4,354040
2159,4,1,461150
2206,5,3,459047
1525,2,4,368098
2036,1,2,378618
1545,3,4,376040
2695,1,3,507016
1430,1,3,309211
1673,4,1,355485
1387,1,3,329866
1321,6,4,367393
2795,6,3,570203
2271,6,1,464220
2070,3,1,402533
1671,4,2,366534
2453,3,4,528559
1587,2,3,365024
2396,1,4,486322
1563,4,3,382916
1677,6,3,406551
2379,4,1,460202
2431,6,2,494042
2298,3,3,467272
1475,4,3,367823
1776,5,1,366929
2078,3,4,462240
1575,3,4,375767
2685,2,2,501543
799,5,3,259861
1610,1,3,333838
1745,2,4,384443
578,1,1,137277
1301,2,2,310332
2312,1,3,453698
2015,5,3,458475
2786,6,1,550093
2772,4,4,586565
2216,1,2,427522
2156,3,2,419408
2032,3,1,409937
672,1,1,181111
1302,1,4,315163
2050,4,2,426818
2308,5,3,483014
2144,3,4,466092
1553,6,2,373157
2468,5,3,517975
2741,3,3,532286
2468,1,1,449491
2494,6,1,504822
1720,4,2,379444
2537,4,3,522004
2072,2,2,408565
2255,6,1,456268
2182,6,4,477798
1939,5,2,426590
1569,1,3,360630
1958,5,3,433712
2493,2,1,452469
1779,1,2,346715
2446,6,2,511840
2368,2,3,464818
1850,3,3,398196
2694,5,4,560775
1822,2,2,380225
2754,6,1,516596
2217,3,1,443183
1992,2,1,395862
1556,5,4,402566
1955,5,1,410179
1898,2,3,393048
1370,6,2,341514
1891,4,2,425807
1598,6,3,397258
2292,5,2,479075
